Name of the file,Topic,Participant,CN,Dialogue,Translation,CS/DM/SS,Comments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130619_001,Language Used with Family,Interviewer,00:00:00mins,"Welcome to this uuh, discussion. And we sha-we shall just be discussing only language and language use.","Welcome to this uuh, discussion. And we sha-we shall just be discussing only language and language use.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,James,,Okay thank you.,Okay thank you.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,James,,Sure.,Sure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Interviewer,,that they come from this area?,that they come from this area?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,James,,"You can. You can just by use of accent, yea. Especially if you:-i-i-if you guys exist within the same ecosystem. If you exist within the same environment like if both of us are Kenyans. And then you hear somebody speak at the background you'll be able to tell that maybe that one is a Kikuyu speaking, that one is a Luo speaking, that one is this tribe speaking. Yea, just because maybe you've interacted with these people before.  Or you:-you've lived with them or rather you've just interacted with them and then you know how they speak like, um-take for example you grew up in Rift Valley. Umm, and there maybe let's say we have the Kalenjins. Yea, you have the Kalenjins dominating the Rift Valley. Then let's say that the other place you grew up maybe in primary school you were with the Kalenjins in secondary school of course there is intergration of communities so you maybe you had some people like the Luos, you had like the-the Kambas, you had like the Kiuks. So you are able to tell, because of the interaction you had before. So you know, ah, like the Luo speak this way. This is how they speak. This is their accent. The Kalenjins they're a bit light and a bit haste. ","You can. You can just by use of accent, yea. Especially if you:-i-i-if you guys exist within the same ecosystem. If you exist within the same environment like if both of us are Kenyans. And then you hear somebody speak at the background you'll be able to tell that maybe that one is a Kikuyu speaking, that one is a Luo speaking, that one is this tribe speaking. Yea, just because maybe you've interacted with these people before.  Or you:-you've lived with them or rather you've just interacted with them and then you know how they speak like, um-take for example you grew up in Rift Valley. Umm, and there maybe let's say we have the Kalenjins. Yea, you have the Kalenjins dominating the Rift Valley. Then let's say that the other place you grew up maybe in primary school you were with the Kalenjins in secondary school of course there is intergration of communities so you maybe you had some people like the Luos, you had like the-the Kambas, you had like the Kiuks. So you are able to tell, because of the interaction you had before. So you know, ah, like the Luo speak this way. This is how they speak. This is their accent. The Kalenjins they're a bit light and a bit haste. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Interviewer,,Okay. ,Okay. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,James,,"Yea so somebody speaks you'll be able to tell ah, the kind of person speaking if at all you:-you're in a position to get their words.","Yea so somebody speaks you'll be able to tell ah, the kind of person speaking if at all you:-you're in a position to get their words.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Interviewer,,At least if you ever heard such a per-such a group of people speak.,At least if you ever heard such a per-such a group of people speak.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,James,,"Yea, at least if you ever heard. Yea, you'll-you've-you've interacted with such people before.","Yea, at least if you ever heard. Yea, you'll-you've-you've interacted with such people before.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Interviewer,00:24:25mins,"What if-what if uhh, such a person is speaking sort of this neutral languages {that} do not belong to any ethnic group?","What if-what if uhh, such a person is speaking sort of this neutral languages {that} do not belong to any ethnic group?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,James,,{Neutral}. Sure like aah Swahili?,{Neutral}. Sure like aah Swahili?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Interviewer,,At least to-at least in the Kenyan case. Like Swahili and English.,At least to-at least in the Kenyan case. Like Swahili and English.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,James,,"And English, yes.","And English, yes.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Interviewer,,"Can you even, can you tell in that instance that this person also comes from such and such an area even if they're to speak in English or Swahili?","Can you even, can you tell in that instance that this person also comes from such and such an area even if they're to speak in English or Swahili?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,James,,"Sure because..umm, linguistically they exist.  Or linguistic studies among the different Kenyan communities have revealed that there are some communities in Kenya that lack some-some alphabetical letters like you realize a certain community lack an 'l'. A certain community lacks 's', letter 's'. And a certain community uses 'th' for 'sh'. So if-if at all you have this uh-you are well acquainted with these linguistic evidences, [uncertain transcription] other observations that have been made and you hear somebody speak. even if it is a neutral language. You'll be able to tell that this-ah this person comes from this particular area. Yes.","Sure because..umm, linguistically they exist.  Or linguistic studies among the different Kenyan communities have revealed that there are some communities in Kenya that lack some-some alphabetical letters like you realize a certain community lack an 'l'. A certain community lacks 's', letter 's'. And a certain community uses 'th' for 'sh'. So if-if at all you have this uh-you are well acquainted with these linguistic evidences, [uncertain transcription] other observations that have been made and you hear somebody speak. even if it is a neutral language. You'll be able to tell that this-ah this person comes from this particular area. Yes.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Interviewer,,"<Swahili>Katika jambo hilo,</Swahili>","<English>In that area,</English>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,James,,<Swahili>Naam.</Swahili> ,<English>Yes.</English> ,,SM: Accomodation.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Interviewer,,<Swahili>Kiwango cha elimu.</Swahili>,<English>Level of education.</English>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,James,,<Swahili>Naam.</Swahili> ,<English>Yes.</English> ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ascertaining Level of Education by Use of Language,Interviewer,00:25:55mins,"<Swahili>Ukisikia wakiongea, waweza jua kiwango cha elimu?</Swahili>","<English>When you hear them talk, can you tell the level of education?</English>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,James,,"<Swahili>Aah, bila shaka, bila shaka. Kama nilivyokwambia mwanzoni ni kwamba lugha inakuwa ni kitambulisho. Sio kitambulisho [uncertain transcription] kwamba watoka kabila gani. Sio kitambulisho kisha kwamba wewe ni wa wapi. Lakini ni kitambulisho cha utu wako wote. Na huu utu pia tunaweza tukaingiza elimu hapo</Swahili>. Of course <Swahili>mtu ambaye ameshika tuseme:-ameachia elimu ya msingi. Jinsi ambavyo atatumia, hata kama ni lugha ya Kiswahili ambayo imezoeleka kwa sasa, utajua kwamba kiwango chake cha elimu ni shule ya msingi. Kwa mfano, katika matumizi ya msamiati atatumia tu ule msamiati ambae umezoeleka. Ina maana huyu mtu haja bokoa mada, hajabokoa vitabu akaona msamiati [uncertain transcription] ambao unatumika sasa. Kwa hivyo atatumia tu ule msamiati ambao umezoeleka katika mazingira yake. Aliefika labda kidato cha nne pia unaweza ukamtambua. Na bila shaka mtu wa chuo kikuu.</Swahili>","<English>Aah, of course, of course.  Like I told you in the beginning it's that language is is becoming identification.  Not an identification [uncertain transcription] that you come from which ethnic group. Not indentification that you are from where. But identification of your whole being. And this being also we can include education in there</English>. Of course <English>a person who holds let's say-has left primary school. The way s/he will use, even if it is the Swahili language that is familiar to all by now, you will know that his/her level of education is of primary school. For example, in the use of vocabulary s/he will only use that vocabulary that is familiar.  It means this person has not gone into topics, s/he has not gone into books and seen vocabulary [uncertain transcription] that is used now. Therefore s/he will only use that vocabulary which is familiar in his/her environment. S/he who has reached Form Four you can also identify him/her. And no doubt a university person.</English>",CS,Unmarked.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Interviewer,,<Swahili>Ambae amebukia mambo.</Swahili>,<English>Who is on top of things.</English>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,James,,"<Swahili>Ambae (both laugh). Yea, kwa hivyo tunapima hilo kuringana na jinsi hio lugha imetumika. Unaangalia usanifu wake. Aah, tofauti na usanifu, pia kiwango cha msamiati. Kiwango cha-kwa mfano aah, tukiongelea kiwango cha msamiati utagundua kwamba hata katika uandishi wa (00:27:44) wale watoto wa darasa la nane, wale wa shule ya msingi, ndio wanaambiwa kwamba watumie ule msamiati mikubwa mikubwa, ile misamiati mizito mizito yakusumbua akili. Lakini ukifika:-ah, shule ya upili unaambiwa kwamba hizo ni dhana potovu.</Swahili> What we is communication,","<English>Who has (both laugh). Yea, so we measure that compared to how that language is used.  You look at his/her use of [language] standards.  Aah, separate from standard use, also the vocabulary level.  The level of-for example aah, when we speak of level of vocabulary you will find that even in writing of [uncertain transcription], those fourth grade kids, those of primary school, they are the ones being told to use big big vocabulary, that heavy vocabulary that hurts the brain. But when you reach-ah, secondary school you are told that those are lost concepts.</English> What we is communication,",CS,Unmarked.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Interviewer,,Yea okay.,Yea okay.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,James,,It doesn’t matter aah=,It doesn’t matter aah=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Interviewer,,The-the-the=,The-the-the=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,James,,"How heavy the word is, the vocabulary. So what we want is you can just use the light language but you communicate. But [uncertain transcription] the primary school they're told we want vocabularies. So <Swahili>kiwango cha msamiati pia, kwa: njia fulani kinaweza kukwambia kiwango cha elimu cha mtu. Kwa mfano ukipata unaona huyo mtoto wa darasa la nane. Akakusemesha Kiswahili, eh? Wale wanafunzi wa Walla bin Walla akakusemesha Kiswahili (he laughs).</Swahili> ","How heavy the word is, the vocabulary. So what we want is you can just use the light language but you communicate. But [uncertain transcription] the primary school they're told we want vocabularies. So <English>the vocabulary level also, in a certain way it can tell you someone's level of education. For example if you find you see that child of grade four. S/he addresses you in Swahili, eh? Those students of Walla bin Walla if s/eh addresses you in Swahili (he laughs).</English> ",CS,Unmarked.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Interviewer,,<Swahili>Utatafuta:</Swahili>,<English>You will look for:</English>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,James,,"<Swahili>Utajua tu {kwamba huyu},</Swahili>","<English>You will just know {that this [person]},</English>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Interviewer,,<Swahili>{Kamusi}</Swahili>,<English>{Dictionary}</English>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,James,,"<Swahili>Utatafuta kamusi kutafuta maana ya msamiati.  Amemaanisha  nini, na msamiati huupati. Kwahivyo mara nyingi, umm-tunapima kiwango cha elimu kwa kutumia lugha tukiangazia usanifu zaidi. Usanifu zaidi. Na lile lengo kula mawasiliano.</Swahili>","<English>You will look for a dictionary to find the meaning of the vocabulary. What s/he meant, and you won't find the vocabulary. So many times, we measure the level of education by using language when we look at use of langauge standards more. Language standards more. And that  Usanifu zaidi. And that goal of communications.</English>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Interviewer,,<Swahili>Naam.</Swahili> ,<English>Yes.</English> ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,James,,<Swahili>Naam.</Swahili> ,<English>Yes.</English> ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ascertaining Social Status via Language Use,Interviewer,00:29:00mins,"And the position in the society, can you tell from how that person talks?","And the position in the society, can you tell from how that person talks?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,James,,"The position:-the position as in aah,","The position:-the position as in aah,",,"SM: Accomdation. OLF: Although they had both been speaking Swahili for some time, James switched to English when interviewer did.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Interviewer,,Maybe the status?,Maybe the status?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
